"ORGÃO SUPERIOR DESTINATÁRIO";"ÓRGÃO DESTINATÁRIO";"CNPJ ÓRGÃO DESTINATÁRIO";"FORNECEDOR";"CNPJ DO FORNECEDOR";"MUNICÍPIO DO FORNECEDOR";"CHAVE DA NF-E";"VALOR DA NOTA (R$)";"DATA DA EMISSÃO";"NÚMERO";"SÉRIE";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004526941266601683";"25.460,00";"02/06/2025";"452694";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004526281359645367";"25.520,00";"02/06/2025";"452628";"1";
"Ministério da Educação";"Instituto Federal de Educação, Ciência e Tecnologia Catarinense";"10.635.424/0005-00";"COOPERATIVA DOS AGRICULTORES FAMILIARES DE SANTA CATARINA";"07.043.322/0001-67";"CONCORDIA";"42250607043322000167550010000036771106634857";"25.626,40";"02/06/2025";"3677";"1";
"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"00.394.544/0008-51";"JANSSEN CILAG FARMACEUTICA LTDA";"51.780.468/0002-68";"SÃO JOSÉ DOS CAMPOS";"35250651780468000268550010003238211714781286";"25.670,80";"02/06/2025";"323821";"1";
"Ministério da Defesa";"Comando do Exército";"21.744.847/0001-50";"BEGEL IND E COM DE REFRIG LTDA";"48.165.518/0001-01";"SAO PAULO";"35250648165518000101550010001045821111933000";"25.740,00";"03/06/2025";"104582";"1";
"Ministério da Educação";"Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais";"10.648.539/0009-62";"TBL SERVICOS LTDA";"20.584.944/0001-60";"TRES PONTAS";"31250620584944000160550010000002731289061056";"25.794,77";"02/06/2025";"273";"1";
"Ministério da Educação";"Fundação Universidade do Amazonas";"04.378.626/0001-97";"MA COMERCIO DE REFRIGERACAO LTDA";"37.673.034/0001-57";"SERRA";"32250637673034000157550010000066941724272243";"25.879,97";"03/06/2025";"6694";"1";
"Ministério da Defesa";"Fundo do Exército";"09.638.456/0002-37";"IBF INDUSTRIA BRASILEIRA DE FILMES S/A";"33.255.787/0001-91";"DUQUE DE CAXIAS";"33250633255787000191550050005216031691396348";"25.970,50";"02/06/2025";"521603";"5";
"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"00.394.544/0171-50";"CEI COMERCIO EXP E IMP DE MAT MED LTDA";"40.175.705/0001-64";"ANAPOLIS";"52250640175705000164550010002818131605151239";"25.986,60";"03/06/2025";"281813";"1";
"Ministério da Defesa";"Comando da Aeronáutica";"00.394.429/0222-60";"RIO MIX DISTRIBUIDORA DE ALIMENTOS LTDA";"38.347.211/0001-78";"RIO DE JANEIRO";"33250638347211000178550010000029011152202503";"26.075,38";"02/06/2025";"2901";"1";
"Ministério da Saúde";"Fundação Oswaldo Cruz";"33.781.055/0001-35";"IMO'S GRAFICA E EDITORA LTDA";"72.044.050/0001-81";"RIO DE JANEIRO";"33250672044050000181550010000149331283624581";"26.217,54";"02/06/2025";"14933";"1";
"Sem informação";"Sem informação";"00.394.502/0328-52";"HELICÓPTEROS DO BRASIL SA";"20.367.629/0009-39";"SÃO PAULO";"35250620367629000939550000000512601700813496";"26.336,92";"02/06/2025";"51260";"0";
"Ministério da Ciência, Tecnologia e Inovação";"Comissão Nacional de Energia Nuclear";"00.402.552/0005-50";"COFIBAM CONDUTORES ELETRICOS LTDA";"30.983.200/0001-72";"CARAPICUIBA";"35250630983200000172550010000433751171528590";"26.390,00";"02/06/2025";"43375";"1";
"Ministério da Defesa";"Fundo do Exército";"09.553.484/0002-51";"BIONDI & BUSCH COMERCIAL LTDA.";"52.448.548/0001-00";"CRUZEIRO";"35250652448548000100550010000003041195451990";"26.400,00";"02/06/2025";"304";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004526881548749915";"26.440,00";"02/06/2025";"452688";"1";
"Ministério da Saúde";"Fundação Oswaldo Cruz";"33.781.055/0001-35";"IMO'S GRAFICA E EDITORA LTDA";"72.044.050/0001-81";"RIO DE JANEIRO";"33250672044050000181550010000149281368279048";"26.465,46";"02/06/2025";"14928";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004526201900154700";"26.520,00";"02/06/2025";"452620";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004526801985795274";"26.520,00";"02/06/2025";"452680";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004527051075231844";"26.620,00";"02/06/2025";"452705";"1";
"Ministério da Educação";"Colégio Pedro II";"42.414.284/0001-02";"NARDELLI COMERCIO E SERVICOS EIRELI";"19.188.725/0001-83";"VOLTA REDONDA";"33250619188725000183550020000028531160911430";"26.824,09";"02/06/2025";"2853";"2";
"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"00.394.544/0044-15";"3MED DISTRIB DE MEDICAMENTOS LTDA -ME";"29.043.834/0001-66";"ERECHIM";"43250629043834000166550010000045181777566300";"26.878,00";"02/06/2025";"4518";"1";
"Sem informação";"Sem informação";"00.394.502/0148-70";"OPUSPAC INDUSTRIA E COMERCIO DE MAQUINAS LTDA";"10.780.790/0001-29";"LOUVEIRA";"35250610780790000129550010000489491560594970";"27.076,00";"03/06/2025";"48949";"1";
"Ministério da Defesa";"Comando da Aeronáutica";"00.394.429/0186-62";"MATRIX COMERCIALIZADORA DE ENERGIA ELETRICA S/A";"17.858.631/0001-49";"SAO PAULO";"35250617858631000149550010001016141475012460";"27.092,79";"02/06/2025";"101614";"1";
"Ministério da Educação";"Instituto Federal de Educação, Ciência e Tecnologia da Paraíba";"10.783.898/0007-60";"GILBERTO ALVES DILO";"12.651.082/0001-13";"MANAIRA";"25250612651082000113550010000003581437281504";"27.239,94";"02/06/2025";"358";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004526621427297545";"27.240,00";"02/06/2025";"452662";"1";
"Ministério da Educação";"Universidade Federal do Pará";"34.621.748/0001-23";"MUNDIAL COMERCIO DE ALIMENTOS E DESCARTAVEIS LTDA";"40.437.772/0001-00";"BELEM";"15250640437772000100550010000044431043277007";"27.282,90";"02/06/2025";"4443";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"NOVO SER EDITORA E DISTRIBUIDORA LTDA.";"12.123.275/0001-00";"RIO DE JANEIRO";"33250612123275000100550010000085541243547780";"27.310,96";"02/06/2025";"8554";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"NOVO SER EDITORA E DISTRIBUIDORA LTDA.";"12.123.275/0001-00";"RIO DE JANEIRO";"33250612123275000100550010000085531234392518";"27.310,96";"02/06/2025";"8553";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"NOVO SER EDITORA E DISTRIBUIDORA LTDA.";"12.123.275/0001-00";"RIO DE JANEIRO";"33250612123275000100550010000085521232912860";"27.310,96";"02/06/2025";"8552";"1";
"Ministério dos Transportes";"Departamento Nacional de Infraestrutura de Transportes";"04.892.707/0021-54";"CH3 COMERCIO E NEGOCIOS LTDA";"43.684.445/0001-40";"BRASILIA";"53250643684445000140550010000033151238194159";"27.423,65";"02/06/2025";"3315";"1";
"Ministério da Defesa";"Fundo do Exército";"10.562.575/0002-32";"ORTOPEDIA SAN MARTIN LTDA";"13.590.682/0001-81";"SALVADOR";"29250613590682000181550010000034101701059806";"27.520,00";"03/06/2025";"3410";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004526931268795534";"27.620,00";"02/06/2025";"452693";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004526791694955371";"27.660,00";"02/06/2025";"452679";"1";
"Ministério da Saúde";"Fundação Oswaldo Cruz";"33.781.055/0010-26";"POLAR FIX INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA";"02.881.877/0001-64";"MAUA";"35250602881877000164550010005218231571513623";"27.680,00";"02/06/2025";"521823";"1";
"Ministério da Defesa";"Comando do Exército";"09.546.639/0001-41";"BRASIL MOTOR`S PECAS E SERVICOS LTDA.";"14.303.014/0001-99";"DOURADOS";"50250614303014000199550010000011811000031532";"27.696,00";"02/06/2025";"1181";"1";
"Ministério da Defesa";"Comando da Aeronáutica";"00.394.429/0164-57";"VIBRA ENERGIA S.A";"34.274.233/0280-23";"SAO JOSE DOS CAMPOS";"35250634274233028023550000021147111170471315";"27.700,00";"02/06/2025";"2114711";"0";
"Ministério da Defesa";"Comando da Aeronáutica";"00.394.429/0164-57";"BUFFET FAMIGLIA MORETTI LTDA";"17.280.072/0001-32";"SAO PAULO";"35250617280072000132550010000061571087144581";"27.715,30";"02/06/2025";"6157";"1";
"Ministério da Saúde";"Fundação Oswaldo Cruz";"33.781.055/0002-16";"DIAG PRIME COM. E DISTRIB. DE PRODUTOS CIENTIFICOS LTDA";"02.016.542/0001-88";"RIO DE JANEIRO";"33250602016542000188550020000211231057041428";"27.750,00";"02/06/2025";"21123";"2";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004526141438705111";"27.760,00";"02/06/2025";"452614";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004526181681936483";"27.780,00";"02/06/2025";"452618";"1";
"Ministério da Defesa";"Comando da Aeronáutica";"00.394.429/0030-45";"RAIZEN S.A.";"33.453.598/0024-10";"BELEM";"15250633453598002410550010000370171234428290";"27.862,99";"02/06/2025";"37017";"1";
"Ministério da Defesa";"Comando da Aeronáutica";"00.394.429/0190-49";"GOLD PRIME COMERCIO E SERVICOS LTDA";"53.653.060/0001-70";"RIO DE JANEIRO";"33250653653060000170550010000001821055294388";"28.012,00";"03/06/2025";"182";"1";
"Ministério da Defesa";"Comando do Exército";"09.688.074/0001-37";"BR500 - TRANSPORTES LTDA";"04.850.455/0001-57";"RIO DE JANEIRO";"33250604850455000157550010000017981946581829";"28.038,50";"02/06/2025";"1798";"1";
"Ministério da Defesa";"Fundo do Exército";"09.609.235/0002-30";"FARMACE - INDUSTRIA QUIMICO FARMACEUTICA CEARENSE LTDA";"06.628.333/0001-46";"BARBALHA";"23250606628333000146550000003441111196233605";"28.056,00";"02/06/2025";"344111";"0";
"Ministério da Defesa";"Fundo do Exército";"10.360.293/0002-52";"OSTHEON COM.IMPORT.E EXPORT.DE PROD.HOSP.LTDA";"10.591.513/0001-78";"PORTO ALEGRE";"43250610591513000178550020000020391000407898";"28.059,00";"02/06/2025";"2039";"2";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004526661394869943";"28.080,00";"02/06/2025";"452666";"1";
"Ministério da Defesa";"Comando da Aeronáutica";"00.394.429/0164-57";"VIBRA ENERGIA S.A";"34.274.233/0280-23";"SAO JOSE DOS CAMPOS";"35250634274233028023550000021147101170330285";"28.309,00";"02/06/2025";"2114710";"0";
"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"00.394.544/0052-25";"L.O.C COMERCIO E DISTRIBUICAO DE PRODUTOS LTDA";"40.930.251/0001-90";"BRASILIA";"53250640930251000190550010000007111000503990";"28.336,28";"02/06/2025";"711";"1";
"Sem informação";"Sem informação";"00.059.311/0016-02";"MEDISUL COMERCIO DE MERCADORIAS E REPRESENTACOES LTDA";"34.792.887/0001-10";"BOA VISTA";"14250634792887000110550010000027411202553343";"28.400,00";"02/06/2025";"2741";"1";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"00.394.494/0035-85";"CASA DA MOEDA DO BRASIL";"34.164.319/0005-06";"RIO DE JANEIRO";"33250634164319000506550020007937591314662314";"28.470,45";"02/06/2025";"793759";"2";
"Ministério da Defesa";"Comando da Aeronáutica";"00.394.429/0193-91";"ONCOEXO DISTRIB DE MEDICAMENTOS LTDA";"08.958.628/0001-06";"RECIFE";"26250608958628000106550010000508471145165196";"28.474,00";"02/06/2025";"50847";"1";
"Ministério da Defesa";"Comando da Marinha";"00.394.502/0550-46";"HELICÓPTEROS DO BRASIL SA";"20.367.629/0009-39";"SÃO PAULO";"35250620367629000939550000000513101968264533";"28.482,24";"02/06/2025";"51310";"0";
"Ministério da Defesa";"Fundo do Exército";"10.339.838/0002-49";"OSMAF ALIMENTOS LTDA";"13.139.311/0001-88";"SALVADOR";"29250613139311000188550010000102931779497608";"28.512,55";"02/06/2025";"10293";"1";
"Ministério da Educação";"Universidade Federal dos Vales do Jequitinhonha e Mucuri";"16.888.315/0001-57";"UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI";"16.888.315/0001-57";"DIAMANTINA";"31250616888315000157550010000023981100023983";"28.610,20";"02/06/2025";"2398";"1";
"Ministério da Defesa";"Comando da Aeronáutica";"00.394.429/0030-45";"RAIZEN S.A.";"33.453.598/0054-35";"BRASILIA";"53250633453598005435550010000519831366029601";"28.672,27";"01/06/2025";"51983";"1";
"Sem informação";"Sem informação";"12.059.276/0001-24";"ITAGUAI CONSTRUCOES NAVAIS S A";"10.827.182/0001-22";"ITAGUAÍ";"33250610827182000122550010000299181886104566";"28.703,58";"02/06/2025";"29918";"1";
"Ministério da Educação";"Universidade Federal de Santa Maria";"95.591.764/0001-05";"GILBERTO DE CAMARGOS CUNHA JUNIOR";"36.561.854/0001-94";"UBERLANDIA";"31250636561854000194550000000000791655118580";"28.736,87";"02/06/2025";"79";"0";
"Sem informação";"Sem informação";"00.394.502/0046-46";"MEGA DISTRIBUICAO LTDA";"45.868.298/0001-94";"SAO PAULO";"35250645868298000194550010000001901337636969";"28.840,00";"02/06/2025";"190";"1";
"Sem informação";"Sem informação";"12.059.276/0001-24";"ITAGUAI CONSTRUCOES NAVAIS S A";"10.827.182/0001-22";"ITAGUAÍ";"33250610827182000122550010000299381888170810";"29.001,52";"02/06/2025";"29938";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004526231789279009";"29.300,00";"02/06/2025";"452623";"1";
"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"00.394.544/0008-51";"ELI LILLY DO BRASIL LTDA.";"43.940.618/0001-44";"SAO PAULO";"35250643940618000144550020004410801081124268";"29.388,90";"02/06/2025";"441080";"2";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"00.394.494/0026-94";"CASA DA MOEDA DO BRASIL";"34.164.319/0005-06";"RIO DE JANEIRO";"33250634164319000506550020007938781468510000";"29.435,55";"02/06/2025";"793878";"2";
"Sem informação";"Sem informação";"00.394.494/0008-02";"LAVARE SOLUCOES EM COMERCIO E SERVICOS LTDA";"29.207.391/0001-00";"BRASILIA";"53250629207391000100550010000006671012985900";"29.490,00";"02/06/2025";"667";"1";
"Sem informação";"Sem informação";"00.394.494/0008-02";"LAVARE SOLUCOES EM COMERCIO E SERVICOS LTDA";"29.207.391/0001-00";"BRASILIA";"53250629207391000100550010000006681012985932";"29.490,00";"02/06/2025";"668";"1";
"Ministério da Defesa";"Comando do Exército";"09.609.161/0001-51";"UNITY COMERCIO E SERVICOS AUTOMOTIVOS LTDA - ME";"24.377.448/0001-97";"BRASILIA";"53250624377448000197550010000029141000506710";"29.852,60";"02/06/2025";"2914";"1";
"Sem informação";"Sem informação";"12.059.276/0001-24";"ITAGUAI CONSTRUCOES NAVAIS S A";"10.827.182/0001-22";"ITAGUAÍ";"33250610827182000122550010000299371888086560";"29.870,64";"02/06/2025";"29937";"1";
"Ministério da Defesa";"Fundo do Exército";"09.616.119/0002-49";"R1 IMPLANTES COMERCIO E IMPORTACAO DE PRODUTOS MED";"38.198.635/0001-18";"RIO DE JANEIRO";"33250638198635000118550010000011791000235829";"29.968,46";"02/06/2025";"1179";"1";
"Ministério da Defesa";"Comando do Exército";"08.711.015/0001-70";"BR500 - TRANSPORTES LTDA";"04.850.455/0001-57";"RIO DE JANEIRO";"33250604850455000157550010000017931409304498";"30.122,74";"02/06/2025";"1793";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004518651700058640";"30.160,00";"02/06/2025";"451865";"1";
"Ministério da Educação";"Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais";"10.727.655/0001-10";"ROSILAN COMERCIO E LICITACOES LTDA";"21.767.486/0001-68";"SETE LAGOAS";"31250621767486000168550010000127681387094309";"30.228,57";"02/06/2025";"12768";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"EMPRES BRASILEIRA DE CORREIOS E TELEGRAFOS";"34.028.316/9232-28";"CAJAMAR";"35250634028316923228550010004527041366316547";"30.260,00";"02/06/2025";"452704";"1";
"Ministério da Educação";"Universidade Federal de Santa Maria";"95.591.764/0014-20";"ROCHE DIAGNOSTICA BRASIL LTDA";"30.280.358/0006-90";"ITAJAI";"42250630280358000690550020001888891775116279";"30.282,71";"02/06/2025";"188889";"2";
"Ministério da Educação";"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas";"10.792.928/0015-05";"V. DE S. CUNHA";"12.546.887/0001-05";"IRANDUBA";"13250612546887000105550010000002571948996381";"30.333,50";"02/06/2025";"257";"1";
"Ministério da Agricultura e Pecuária";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"00.396.895/0011-05";"ESPACO E FORMA M. E DIVISORIAS LTDA- IND";"37.977.691/0007-83";"BRASILIA";"53250637977691000783550010001133611807058685";"30.373,72";"02/06/2025";"113361";"1";
"Ministério da Defesa";"Comando da Aeronáutica";"00.394.429/0190-49";"GOLD PRIME COMERCIO E SERVICOS LTDA";"53.653.060/0001-70";"RIO DE JANEIRO";"33250653653060000170550010000001841055294382";"30.382,00";"03/06/2025";"184";"1";
"Ministério da Educação";"Universidade Federal de Minas Gerais";"17.217.985/0001-04";"SHIMADZU DO BRASIL COMERCIO LTDA";"58.752.460/0001-56";"BARUERI";"35250658752460000156550010000930911987098787";"30.435,33";"02/06/2025";"93091";"1";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"00.394.494/0040-42";"CASA DA MOEDA DO BRASIL";"34.164.319/0005-06";"RIO DE JANEIRO";"33250634164319000506550020007937231743897671";"30.561,50";"02/06/2025";"793723";"2";
"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"00.394.544/0213-44";"BOYNTON IMPORTACAO E EXPORTACAO LTDA";"92.629.658/0001-85";"PORTO ALEGRE";"43250692629658000185550010000654771917379914";"30.622,01";"02/06/2025";"65477";"1";
"Ministério da Defesa";"Comando da Aeronáutica";"00.394.429/0190-49";"GOLD PRIME COMERCIO E SERVICOS LTDA";"53.653.060/0001-70";"RIO DE JANEIRO";"33250653653060000170550010000001831055294385";"30.690,00";"03/06/2025";"183";"1";
"Ministério da Educação";"Instituto Federal de Educação, Ciência e Tecnologia do Ceará";"10.744.098/0021-99";"EXITO DISTRIBUIDORA E COMERCIO DE LIVROS LTDA";"08.065.700/0001-76";"SAO PAULO";"35250608065700000176550010000331791483988150";"30.698,64";"03/06/2025";"33179";"1";
"Ministério da Ciência, Tecnologia e Inovação";"Ministério da Ciência, Tecnologia e Inovação - Unidades com vínculo direto";"04.053.755/0001-05";"PECA OIL DISTRIBUIDORA LTDA";"34.043.125/0001-10";"RIO DE JANEIRO";"33250634043125000110550010000339451009100105";"30.718,99";"02/06/2025";"33945";"1";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"00.394.494/0039-09";"CASA DA MOEDA DO BRASIL";"34.164.319/0005-06";"RIO DE JANEIRO";"33250634164319000506550020007937131667337040";"30.722,35";"02/06/2025";"793713";"2";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"LOTUS CULTURAL EDITORA LTDA";"40.978.320/0001-35";"RIO DE JANEIRO";"33250640978320000135550010000000111224340486";"30.824,40";"02/06/2025";"11";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"LOTUS CULTURAL EDITORA LTDA";"40.978.320/0001-35";"RIO DE JANEIRO";"33250640978320000135550010000000121224818634";"30.824,40";"02/06/2025";"12";"1";
"Sem informação";"Sem informação";"00.394.494/0005-60";"GILOPLASTIC IND. E COM. DE BENEF. PLASTICO LTDA";"00.442.242/0001-35";"ARAUCARIA";"41250600442242000135550010000192491289666674";"30.878,63";"02/06/2025";"19249";"1";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"00.394.494/0035-85";"CASA DA MOEDA DO BRASIL";"34.164.319/0005-06";"RIO DE JANEIRO";"33250634164319000506550020007937151609778904";"30.883,20";"02/06/2025";"793715";"2";
"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"00.394.544/0212-63";"INTEGRA SOLUCOES MEDICAS LTDA EPP";"24.658.613/0001-89";"CURITIBA";"41250624658613000189550010000049831886038929";"30.927,00";"02/06/2025";"4983";"1";
"Ministério da Educação";"Instituto Federal de Educação, Ciência e Tecnologia do Tocantins";"10.742.006/0005-11";"M & M SERVICOS E ALIMENTOS LTDA";"41.805.720/0001-01";"PORTO FRANCO";"21250641805720000101550010000000801400120035";"30.948,30";"02/06/2025";"80";"1";
"Ministério da Defesa";"Comando do Exército";"09.583.363/0001-71";"ARBJI COMERCIO DE ELETRONICOS E COMPONENTES EIRELI";"04.730.121/0001-40";"RIO DE JANEIRO";"33250604730121000140550010000011131548165698";"30.950,00";"02/06/2025";"1113";"1";
"Ministério da Defesa";"Comando do Exército";"00.394.452/0250-09";"ARBJI COMERCIO DE ELETRONICOS E COMPONENTES EIRELI";"04.730.121/0001-40";"RIO DE JANEIRO";"33250604730121000140550010000011121334582029";"30.950,00";"02/06/2025";"1112";"1";
"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"00.394.544/0212-63";"WM WORLD MEDICAL IMPORT. E EXPORTACAO LTDA";"03.179.994/0001-43";"RIO DE JANEIRO";"33250603179994000143550030001233621517548346";"31.000,00";"02/06/2025";"123362";"3";
"Ministério da Defesa";"Comando do Exército";"00.394.452/0250-09";"VIBRA ENERGIA S.A";"34.274.233/0262-41";"ARAUCARIA";"41250634274233026241550000029633061281914466";"31.086,50";"02/06/2025";"2963306";"0";
"Ministério da Defesa";"Comando do Exército";"00.394.452/0250-09";"VIBRA ENERGIA S.A";"34.274.233/0278-09";"CASCAVEL";"41250634274233027809550000002223241220990535";"31.086,50";"02/06/2025";"222324";"0";
"Ministério da Defesa";"Comando do Exército";"00.394.452/0250-09";"VIBRA ENERGIA S.A";"34.274.233/0262-41";"ARAUCARIA";"41250634274233026241550000029630091739851316";"31.086,50";"02/06/2025";"2963009";"0";
"Ministério da Defesa";"Comando da Aeronáutica";"00.394.429/0222-60";"RIO MIX DISTRIBUIDORA DE ALIMENTOS LTDA";"38.347.211/0001-78";"RIO DE JANEIRO";"33250638347211000178550010000029021152202500";"31.150,00";"02/06/2025";"2902";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"VMP REPRESENTACOES E COMERCIO LTDA";"17.172.686/0001-09";"RIO DE JANEIRO";"33250617172686000109550010000000131610273474";"31.264,38";"02/06/2025";"13";"1";
"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"00.378.257/0001-81";"VMP REPRESENTACOES E COMERCIO LTDA";"17.172.686/0001-09";"RIO DE JANEIRO";"33250617172686000109550010000000121775939439";"31.264,38";"02/06/2025";"12";"1";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"00.394.494/0040-42";"CASA DA MOEDA DO BRASIL";"34.164.319/0005-06";"RIO DE JANEIRO";"33250634164319000506550020007938801378560694";"31.365,75";"02/06/2025";"793880";"2";
"Ministério da Defesa";"Comando do Exército";"00.394.452/0250-09";"VIBRA ENERGIA S.A";"34.274.233/0369-80";"BIGUACU";"42250634274233036980550000003176991021734182";"31.379,00";"02/06/2025";"317699";"0";
"Ministério da Defesa";"Comando do Exército";"00.394.452/0250-09";"VIBRA ENERGIA S.A";"34.274.233/0012-57";"BRASILIA";"53250634274233001257550000021790251939828474";"31.379,00";"02/06/2025";"2179025";"0";
"Ministério da Defesa";"Comando do Exército";"00.394.452/0250-09";"VIBRA ENERGIA S.A";"34.274.233/0369-80";"BIGUACU";"42250634274233036980550000003177151085368972";"31.379,00";"02/06/2025";"317715";"0";
"Ministério da Defesa";"Comando do Exército";"00.394.452/0250-09";"VIBRA ENERGIA S.A";"34.274.233/0278-09";"CASCAVEL";"41250634274233027809550000002222901997070026";"31.379,00";"02/06/2025";"222290";"0";
"Ministério da Defesa";"Comando do Exército";"00.394.452/0250-09";"VIBRA ENERGIA S.A";"34.274.233/0095-84";"DUQUE DE CAXIAS";"33250634274233009584550000035753161968206363";"31.379,00";"02/06/2025";"3575316";"0";
"Ministério da Defesa";"Comando do Exército";"00.394.452/0250-09";"VIBRA ENERGIA S.A";"34.274.233/0369-80";"BIGUACU";"42250634274233036980550000003177131081545565";"31.379,00";"02/06/2025";"317713";"0";
"Ministério da Defesa";"Comando do Exército";"00.394.452/0250-09";"VIBRA ENERGIA S.A";"34.274.233/0329-93";"IPOJUCA";"26250634274233032993550000027218601079727873";"31.379,00";"02/06/2025";"2721860";"0";
"Ministério da Defesa";"Comando do Exército";"00.394.452/0250-09";"VIBRA ENERGIA S.A";"34.274.233/0372-86";"ITAJAI";"42250634274233037286550000005186981198473120";"31.379,00";"02/06/2025";"518698";"0";
"Ministério da Defesa";"Fundo do Exército";"09.539.711/0002-94";"ALFEMA DOIS MERCANTIL CIRURGICA LTDA .";"33.761.636/0001-05";"CAMPO GRANDE";"50250633761636000105550010001406451845821114";"31.464,57";"02/06/2025";"140645";"1";
